type,title,cast,release_year,id,duration_type,duration_int,calificacion,califPromedio
movie,ufotv presents the day before disclosure,"dr edgar mitchell, dr. steven greer, md, richard dolan, robert hastings, stephen bassett, nick pope, jim mars, robert dean, peter robins, wendelle stevens, linda moulton howe, stanton friedman, bud hopkins, dr. david jacobs, bruce maccabee, dr. michael salla, and many more",2017,as238,min,104,1.5,3.6
movie,ufotv presence: i know what i saw,peter coyote,2015,as239,min,92,3.5,3.6
movie,ufos - the secret history,"michael d. swords phd., jerome clark, david jacobs ph.d., thomas e. bullard ph.d., budd hopkins, travis walton, maj. robert friend (usaf rtd.), bruce maccabee ph.d., j. gordon melton ph.d., david rudiak",2016,as240,min,102,4.5,3.5
tv show,ufo hunters,william j. birnes,2009,as241,seasons,2,4.0,3.6
tv show,ufo files,"burton richardson, stanton friedman",2004,as242,season,1,4.0,3.6
tv show,uchimura summers,"teruyoshi uchimura, masakazu mimura, kazuki otake",2018,as243,season,1,3.5,3.5
movie,two weeks to live,"lum and abner, chester lauck, norris goff",1943,as244,min,157,4.0,3.6
movie,twinkle twinkle little star & more classic nursery rhymes by little baby bum,,2019,as245,min,43,4.0,3.5
movie,twenty bucks,"linda hunt, brendan fraser, elisabeth shue, steve buscemi, christopher lloyd, william h. macy, jeremy piven, david schwimmer",1993,as246,min,91,3.0,3.7
movie,tv in black: the first fifty years,"will smith, muhammad ali, desi arnaz, bernie mac, bill cosby, john amos, jonelle allen",2004,as247,min,91,4.0,3.5
tv show,tutu town,,2014,as248,season,1,3.0,3.6
tv show,turquoise fever,otteson family,2019,as249,season,1,4.0,3.6
movie,turning tables,"ben lugo touitou, uche nwaefuna, chioma okafor, chamberlyne okoro, chime, chinenye aniemena, ike onyema, vincent okonkwo",2020,as250,min,118,5.0,3.5
movie,turn of the cheek,"krystal lanae hill, aqeel ash-shakoor, dominic ovando, neisha neshae",2020,as251,min,139,5.0,3.5
tv show,tumble leaf,"christopher downs, brooke wolloff, zac mcdowell, skyler brigmann, addie zintel, alex trugman, john taylor, jodi downs, alan franzenburg, emily downs",2019,as252,seasons,6,4.0,3.5
movie,tuff turf,"james spader, robert downey jr., kim richards, paul mones",1985,as253,min,112,3.0,3.5
tv show,tudor monastery farm,"peter ginn, ruth goodman, tom pinfold, geraldine james",2013,as254,season,1,3.0,3.5
movie,try not to laugh - black comics,"clayton thomas, chloe hilliard",2018,as255,min,15,3.0,3.4
tv show,truth seekers,"nick frost, malcolm mcdowell, samson kayo, susan wokoma, emma d'arcy, simon pegg",2020,as256,season,1,0.5,3.5
movie,trust,"chelsea bennett, suzan marie ghaleb, danny elacci",2018,as257,min,93,3.0,3.5
movie,truly texas mexican,adán medrano,2021,as258,min,87,5.0,3.6
movie,true colors,"richard widmark, dina merrill, philip bosco, paul guilfoyle, steve morley",1991,as259,min,110,4.5,3.5
movie,truck tunes 2,,2014,as260,min,27,4.5,3.5
tv show,troy the train,,2019,as261,seasons,2,4.0,3.6
movie,tropic thunder,"ben stiller, jack black, robert downey",2008,as262,min,107,4.0,3.5
movie,trois 3: the escort,"brian white, patrice fisher, reagan gomez-preston",2004,as263,min,95,3.0,3.6
movie,triple seat (4k uhd),"ankush chaudhari, shivani surve, pallavi patil",2019,as264,min,126,3.0,3.6
movie,trilogy of terror,"karen black, robert burton, john karlen, george gaynes, jim storm, gregory harrison, kathryn reynolds, tracy curtis, orin cannon, walker edmiston",1975,as265,min,72,5.0,3.5
tv show,travels by narrowboat,kevin shelley,2020,as266,seasons,6,4.5,3.5
tv show,travel with kids,"nathan simmons, seamus simmons",2015,as267,seasons,2,3.0,3.4
tv show,trapped [english subtitled],,2019,as268,seasons,2,3.0,3.5
movie,transpecos,"johnny simmons, gabriel luna, clifton collins, jr.",2016,as269,min,86,4.0,3.4
tv show,transparent,"trace lisette, missi pyle, tig notaro, jay duplass, jerry adler, gaby hoffmann, judith light, richard kind, michaela watkins, erik liberman, jo lambert, alia shawkat, cherry jones, rob huebel, melora hardin, leslie margherita, bradley whitford, rainn wilson, jenny o'hara, kathryn hahn, amy landecker",2019,as270,seasons,5,3.0,3.4
movie,transmilitary,"laila ireland, logan ireland, jennifer peace, el cook, sue fulton",2019,as271,min,93,4.5,3.5
movie,transit,"james caviezel, james frain, elisabeth rohm, harold perrineau, ryan donowho",2012,as272,min,88,4.0,3.6
tv show,trail of tears,various,2008,as273,season,1,4.5,3.5
movie,trading paint,"john travolta, shania twain, toby sebastian, rosabell laurenti sellers, michael madsen, kevin dunn",2019,as274,min,87,3.0,3.6
movie,tracktown,"alexi pappas, chase offerle, rachel dratch, andy buckley, rebecca friday, sasha spencer atwood, remy teicher, nick symmonds",2017,as275,min,89,4.0,3.6
movie,traci townsend,"jazsmin lewis, richard t. jones, victor williams, mari morrow, aaron d. spears, marlon young, jay acovone, suzanne whang, amy hunter, caryn ward",2007,as276,min,88,3.0,3.5
movie,toxification,"darshan singh rudel, inderjeet singh jaijee, gurpartap singh pannu, amarjit singh, balbir singh, dr nicola cannon, ranbir singh",2019,as277,min,65,5.0,3.6
movie,tour balas perdidas en madrid,,2021,as278,min,116,5.0,3.6
tv show,tougher in alaska,geo beach,2008,as279,season,1,5.0,3.5
movie,tough guy: the bob probert story,"bob probert, joe kocur, don cherry, tie domi, jeremy roenick, chris chelios",2019,as280,min,93,3.5,3.5
movie,touch chesi chudu,"ravi teja, raashi khanna, seerat kapoor",2018,as281,min,142,2.0,3.5
tv show,totally spies!,"jennifer hale, andrea baker, katie griffin, adrian truss",2014,as282,seasons,6,3.5,3.6
tv show,total wipeout,"richard hammond, amanda byram",2012,as283,seasons,6,5.0,3.6
movie,tortilla soup,"héctor elizondo, jacqueline obradors, elizabeth peña, tamara mello, raquel welch, paul rodriguez, constance marie",2002,as284,min,104,4.0,3.6
movie,tormented,"richard carlson, susan gordon",1960,as285,min,75,1.5,3.5
tv show,toradora!,"rie kugimiya, junji majima",2009,as286,season,1,3.0,3.5
movie,top secret rosies: the female computers of wwii,"jean jennings bartik, marlyn wescoff meltzer, shirley melvin",2010,as287,min,57,4.0,3.4
tv show,top gear's top 41,richard hammond,2013,as288,season,1,3.0,3.5
tv show,top gear: the perfect road trip italy,"richard hammond, jeremy clarkson",2015,as289,season,1,3.5,3.6
tv show,top gear: the perfect road trip,"jeremy clarkson, richard hammond",2013,as290,season,1,4.5,3.5
tv show,top gear: from a-z,"richard hammond, james may, jeremy clarkson",2015,as291,season,1,2.5,3.6
tv show,top gear: ambitious but rubbish,richard hammond,2014,as292,season,1,2.5,3.5
tv show,top gear america (2017),"william fichtner, tom ford, antron brown",2017,as293,season,1,2.0,3.5
tv show,too old to die young,"babs olusanmokun, augusto aguilera, john hawkes, jena malone, hart bochner, nell tiger free, celestino cornielle, billy baldwin, miles teller",2019,as294,season,1,0.5,3.5
movie,too late for love,"frank morgan, binnie barnes, robert taylor, lois wilson, alan hale, margaret hamilton, louise latimer, maurice murphy, helen parrish, dick winslow, elizabeth young",1934,as295,min,84,5.0,3.5
movie,tone bell: can't cancel this,tone bell,2019,as296,min,71,3.0,3.5
movie,tomorrow when the war began,"caitlin stasey, rachel hurd-wood, lincoln lewis, phoebe tonkin, chris pang, ashleigh cummings",2012,as297,min,104,3.0,3.5
tv show,tommy little: self-diagnosed genius,tommy little,2020,as298,season,1,5.0,3.5
tv show,tom's paint shop,,2019,as299,seasons,2,5.0,3.6
movie,tom wilson: bigger than you,tom wilson,2009,as300,min,65,0.5,3.5
tv show,tom walker: very very,tom walker,2020,as301,season,1,5.0,3.6
tv show,tom the tow truck of car city,kevin charles,2019,as302,seasons,4,3.0,3.5
movie,tom sawyer & huckleberry finn,"joel courtney, jake t. austin, val kilmer",2015,as303,min,91,4.0,3.6
movie,"tom rhodes: light, sweet, crude",tom rhodes,2012,as304,min,56,3.0,3.5
movie,tom papa: live in new york city,tom papa,2011,as305,min,57,4.0,3.6
movie,tom papa: freaked out,tom papa,2013,as306,min,60,3.5,3.5
movie,tom hamilton's american babies,,2007,as307,min,42,4.0,3.5
movie,tom green: live!,tom green,2012,as308,min,55,3.0,3.7
tv show,tom gleeson: joy,tom gleeson,2020,as309,season,1,4.0,3.6
tv show,tom clancy's jack ryan,"john krasinski, wendell pierce, noomi rapace, jordi mollá, francisco denis, cristina umaña, john hoogenakker, jovan adepoand, michael kelly",2019,as310,seasons,2,1.0,3.6
movie,tom brown's school days,,1940,as311,min,81,2.0,3.6
tv show,tokyo vampire hotel,"ami tomite, shinnosuke mitsushima, megumi kagurazaka, yumi adachi, kaho",2018,as312,season,1,3.0,3.5
tv show,tokyo girl,asami mizukawa,2018,as313,season,1,5.0,3.5
tv show,tokyo alice,"aya asahina, maryjun takahashi, reina triendl, mizuki yamamoto, ryohei otani",2019,as314,season,1,2.5,3.6
movie,todo incluido,"fausto mata, cuquín victoria, marío peguero",2015,as315,min,100,2.0,3.5
tv show,toddworld,,2005,as316,seasons,2,2.5,3.5
movie,todd glass: talks about stuff,todd glass,2012,as317,min,46,4.0,3.5
tv show,toca life stories,"cassandra morris, colleen o'shaugnessey, corina boettger, eshan inamdar, stacy allen, tara sands",2020,as318,season,1,5.0,3.5
movie,to whom it may concern,"dawn olivieri, wilmer valderrama, paloma guzmán, skipp sudduth, tom degnan, camille saviola",2021,as319,min,95,4.0,3.6
tv show,to tell the truth with bud collyer,bud collyer,1961,as320,season,1,4.5,3.5
movie,to let,"santhosh sreeram, sheela rajkumar, darun, aadhira pandiyalakshmi",2019,as321,min,95,0.5,3.5
movie,to catch a thief,"cary grant, grace kelly, jessie royce landis, john williams, charles vanel, brigitte auber, jean martinelli, georgette anys",1955,as322,min,106,3.5,3.5
movie,tj: january 3rd,tj,2020,as323,min,57,4.0,3.6
movie,titus andronicus,,2008,as324,min,32,3.0,3.5
movie,titanic the shocking truth,tony caprari,2012,as325,min,52,5.0,3.6
movie,tio papi,"joey dedio, frankie faison, kelly mcgillis, franky g",2013,as326,min,87,3.5,3.5
tv show,tiny trucks,,2020,as327,seasons,2,4.0,3.5
tv show,tin star,"tim roth, christina hendricks, genevieve o'reilly",2019,as328,seasons,2,3.0,3.5
tv show,timmy time,,2011,as329,seasons,5,4.0,3.5
tv show,time team america,,2014,as330,season,1,4.0,3.5
tv show,time enna boss (telugu),"bharath niwas, priya bhavanishankar, robo shankar, karunakaran, sanjana sarathy, alexander babu",2020,as331,season,1,2.0,3.5
tv show,time enna boss,"bharath niwas, priya bhavanishankar, robo shankar, karunakaran, sanjana sarathy, alexander babu",2020,as332,season,1,4.0,3.6
movie,timbertown,"eleanor brown, cory kays, adam dufour",2021,as333,min,95,3.0,3.5
movie,timber war,"kermit maynard, lucille lund, lawrence gray, robert warwick, wheeler oakman, lloyd ingraham",1936,as334,min,54,3.5,3.5
movie,timber queen,"richard arlen, mary beth hughes, june havoc, sheldon leonard, george e. stone, dick purcell",1944,as335,min,66,3.0,3.5
movie,tim minchin: so fing rock,tim minchin,2008,as336,min,127,3.5,3.5
movie,till human voices wake us,"guy pearce, helena bonham carter, frank gallacher, brooke harman, lindley joyner, peter curtin, margot knight, anthony martin, dawn klingberg",2003,as337,min,96,3.0,3.4
movie,tigercity,,2007,as338,min,43,4.0,3.6
movie,tiger zinda hai,"salman khan, katrina kaif, paresh rawal, girish karnad, anant vidhaat, kumud kumar mishra, angad bedi, sajjad delafrooz",2017,as339,min,159,3.0,3.5
movie,ticket to paradise,"roger pryor, wendy barrie, claude gillingwater, andrew tombes, luis alberni, e.e. clive",1936,as340,min,67,3.0,3.5
movie,ticker,"tom sizemore, dennis hopper, steven seagal",2001,as341,min,92,3.5,3.5
movie,tick tock,"megan ward, john ratzenberger, linden ashby",2000,as342,min,94,4.5,3.6
movie,thunderbirds are now,,2007,as343,min,29,3.0,3.5
tv show,thunderbirds are go,"rasmus hardiker, thomas brodie-sangster, david menkin, kayvan novak",2018,as344,seasons,4,3.5,3.6
movie,thunder run on baghdad,,2013,as345,min,132,4.0,3.6
movie,thunder alley (1985),,1985,as346,min,101,4.0,3.5
movie,thunder alley (1967),"fabian, annette funicello",1967,as347,min,89,3.0,3.5
movie,thugs of hindostan (hindi),"amitabh bachchan, aamir khan, katrina kaif, fatima sana shaikh, md. zeeshan ayyub, ronit roy, lloyd owen, sharat saxena, ila arun, gavin marshall",2018,as348,min,164,5.0,3.6
movie,thrissur pooram (4k uhd),"jayasurya, swathy reddy, vijay babu, tg ravi, sabumon",2019,as349,min,152,3.0,3.5
tv show,threesome,"amy huberman, emun elliott, stephen wright, pauline mclynn",2012,as350,seasons,2,4.0,3.6
movie,three wishes,"patrick swayze, mary elizabeth mastrantonio, joseph mazzello, seth mumy",1995,as351,min,116,1.0,3.5
movie,three guys named mike,"jane wyman, van johnson, barry sullivan, howard keel, phyllis kirk, jeff donnell",1951,as352,min,90,3.0,3.5
movie,those we love,"mary astor, kenneth mackenna",1932,as353,min,73,3.0,3.5
movie,thomasine and bushrod,"max julien, vonetta mcgee, george murdock",1974,as354,min,95,3.0,3.5
movie,thomas sowell: common sense in a senseless world,"jason riley, larry elder, walter e. williams, steven pinker, dave rubin, eva moskowitz, adaecus brooks, benjamin lacasse, sam peltzman, allen r. sanderson, eric july, victor davis hanson, patrick m. byrne, aaron hunsaker, jennifer van laar, ron losby",2021,as355,min,57,5.0,3.5
movie,thomas & friends: the great discovery - the movie,,2008,as356,min,61,1.0,3.6
movie,thomas & friends: tale of the brave - the movie,martin sherman,2014,as357,min,60,4.0,3.6
movie,thomas & friends: sodor's legend of the lost treasure (us),joseph may,2015,as358,min,60,4.0,3.6
movie,thomas & friends: king of the railway - the movie,martin sherman,2013,as359,min,62,3.0,3.5
tv show,thomas & friends s22 (us),,2019,as360,season,1,4.5,3.6
tv show,thomas & friends classic,michael brandon,2003,as361,seasons,7,4.0,3.4
tv show,this is me,,2015,as362,season,1,4.0,3.6
tv show,this is football,"pep guardiola, oliver khan, brandi chastain, juan mata, megan rapinoe",2019,as363,season,1,3.5,3.6
tv show,this giant beast that is the global economy,"kal penn, cristela alonzo, tone bell, rob corddry, ted danson, zach galifianakis, colin hanks, ed helms, pete holmes, rashida jones, joel mchale, thomas middleditch, bobby moynihan, ed o’neill, patton oswalt, missi pyle, rob riggle, paul scheer, mary steenburgen, jason sudeikis, meghan trainor, sasheer zamata",2019,as364,season,1,5.0,3.5
movie,third eye spies,"russell targ, dean radin phd, uri geller, brian josephson phd, hal puthoff phd, stephan a. schwartz, edgar mitchell phd, lori williams",2019,as365,min,115,3.5,3.6
movie,think like a dog (4k uhd),"gabriel bateman, josh duhamel, megan fox, kunal nayyar, julia jones, janet montgomery, bryan callen, todd stashwick, neo hooo",2020,as366,min,91,3.0,3.5
movie,think like a dog,"gabriel bateman, josh duhamel, megan fox, kunal nayyar, julia jones, janet montgomery, bryan callen, todd stashwick, neo hooo",2020,as367,min,91,4.5,3.6
movie,things we lost in the fire,"halle berry, benicio del toro, david duchovny",2007,as368,min,118,5.0,3.4
movie,they meet again,"jean hersholt, dorothy lovett, robert baldwin, maude eburne, neil hamilton, anne bennett, barton yarborough, arthur hoyt, john dilson, frank melton, leon tyler, milton kibbee, gus glassmire, patsy parsons, meredith howard, imogene coca, heinie conklin, jim farley, edward keane, murdock macquarrie, ben taggart, forrest taylor",1941,as369,min,71,1.0,3.5
movie,these three,"miriam hopkins, merle oberon, joel mccrea",1936,as370,min,93,4.0,3.5
tv show,them,"deborah ayorinde, ashley thomas, alison pill, shahadi wright joseph, melody hurd, ryan kwanten",2021,as371,season,1,2.5,3.5
tv show,thella raju (telugu),,2018,as372,season,1,3.0,3.6
movie,theatre: a love story,"kento yamazaki, mayu matsuoka, kanichiro, sairi ito, satoru iguchi",2020,as373,min,136,1.5,3.5
movie,the zookeeper,"sam neill, gina mckee, ulrich thomsen, om puri",2001,as374,min,99,4.0,3.6
movie,the zombie king,"edward furlong, corey feldman, george mccluskey",2013,as375,min,96,3.0,3.6
movie,the young land,"pat wayne, yvonne craig, dennis hopper, dan o'herlihy, roberto de la madrid",1959,as376,min,92,4.0,3.5
movie,the yellow birds,"tye sheridan, alden ehrenreich, toni collette, jason patric, jack huston, jennifer aniston",2018,as377,min,95,3.0,3.6
tv show,the wubbulous world of dr. seuss,"martin p. robinson, anthony asbury, john kennedy",1997,as378,seasons,2,5.0,3.5
movie,the world's most peaceful resorts,,2012,as379,min,60,4.0,3.5
movie,the world's most breathtaking waterfalls,,2012,as380,min,60,5.0,3.5
movie,the world's most beautiful beaches,,2012,as381,min,60,2.0,3.6
movie,the world's greatest cities set to jazz,,2017,as382,min,66,4.0,3.5
tv show,the world wars,,2014,as383,season,1,3.5,3.6
movie,the work and the glory,"sam hennings, brenda strong, eric johnson, alexander carroll, tiffany dupont, brighton hertford, kimberly varadi, colin ford, kathryn firago, jim grimshaw, jonathan scarfe, sarah darling, edward albert, ryan wood, jordan rose tarter, anne sward, levi larsen",2004,as384,min,110,4.0,3.5
movie,the woods: tales of the x species volume 1,"jermaine jackson, rebekah dean, jimmy flint-smith, chloe tinou",2018,as385,min,19,4.5,3.5
movie,the woman who wasn't there,tania head,2012,as386,min,65,3.0,3.5
movie,the woman of the town,"claire trevor, albert dekker",1943,as387,min,87,3.5,3.5
